title,avg_rating,count_rating,w_score,release_date
The Legend of Zorro,3.2035714285714287,140,3.1345073068653857,2005-10-24
The Impossible Voyage,3.2093023255813953,129,3.1345016704448048,1904-10-01
Love Is a Ball,3.8214285714285716,14,3.1344924601423796,1963-04-24
Shaolin vs Lama,3.188202247191011,178,3.134477000840852,1983-01-01
McBain,3.4242424242424243,33,3.1344767641168874,1991-09-20
Elite Squad The Enemy Within,3.5681818181818183,22,3.134470860597144,2010-10-08
Romeos,3.5,26,3.134460097644025,2011-12-08
Dangan Runner,3.5,26,3.134460097644025,1996-11-09
The First Man,3.7666666666666666,15,3.1344541300978794,2011-09-09
Night Has a Thousand Eyes,3.45,30,3.1344493591257843,1948-10-13
And Hope to Die,3.1842105263157894,190,3.134446129455301,1972-09-15
Mommies Happy New Year,3.326530612244898,49,3.1344339651370214,2012-12-27
The Grass Is Greener,3.3815789473684212,38,3.1344279550618492,1960-12-23
La Tête d un Homme,3.9166666666666665,12,3.134426565031502,1933-02-18
Grbavica The Land of My Dreams,3.134958011802088,17624,3.134425586551982,2006-03-01
Austin Powers International Man of Mystery,3.2531645569620253,79,3.1344247233787055,1997-05-02
Cornered,3.4814814814814814,27,3.1344219074322424,2008-01-01
Men Boxing,3.71875,16,3.134415821895105,1891-04-30
M D Geist,3.71875,16,3.134415821895105,1986-08-13
Palmetto,3.2982456140350878,57,3.1344127102871013,1998-02-20
Blind Husbands,3.6,20,3.1344051032180085,1919-10-21
The Sea,3.4,35,3.134400547406325,2002-09-13
The Winter Guest,3.5208333333333335,24,3.1343944089167772,1997-12-27
Trapeze,3.4642857142857144,28,3.1343837389083533,1956-05-30
Dudes,3.4642857142857144,28,3.1343837389083533,1987-08-01
Wedding Bell Blues,3.676470588235294,17,3.134377535515392,1996-10-18
Ramona and Beezus,3.3297872340425534,47,3.1343686883437187,2010-07-23
The Beautiful Country,3.5,25,3.134356215666545,2004-03-13
To The Stars By Hard Ways,3.5,25,3.134356215666545,1980-06-06
Panic Room,3.233695652173913,92,3.1343556951551785,2002-03-29
One Day in September,3.272727272727273,66,3.134353798440204,1999-10-22
Dark Prince The True Story of Dracula,3.3625,40,3.134351873814998,2000-10-31
Cold Steel,3.172199170124481,241,3.134350608248752,1987-01-01
Sam Kinison Family Entertainment Hour,3.7857142857142856,14,3.1343499206589427,1991-01-01
Oh Susanna,3.7857142857142856,14,3.1343499206589427,1936-08-19
Baby Mama,3.3,55,3.1343475686675606,2008-04-23
Mr Peabody Sherman,3.409090909090909,33,3.1343349925392534,2014-02-07
First Blood,3.3229166666666665,48,3.1343307503776154,1982-10-22
Colour of the Loyalty,3.3229166666666665,48,3.1343307503776154,2005-01-01
Frisky,3.480769230769231,26,3.1343180441182565,1954-01-01
Good Morning and Goodbye,3.480769230769231,26,3.1343180441182565,1967-11-01
The Defender,3.3970588235294117,34,3.134296913568637,2004-12-20
Pride Prejudice,3.3684210526315788,38,3.1342863841914714,2005-09-16
In Another Country,3.875,12,3.1342839442316843,2012-05-30
St Ives,3.30188679245283,53,3.13428235358279,1976-08-01
ID A,3.6875,16,3.134273363635375,2011-11-24
Mishima A Life in Four Chapters,3.235632183908046,87,3.13426403364819,1985-05-15
The Devil and Miss Jones,3.575,20,3.134262807128305,1941-04-11
Jean Michel Basquiat The Radiant Child,3.575,20,3.134262807128305,2010-01-25
Mortadelo Filemon The Big Adventure,3.260869565217391,69,3.1342406679261927,2003-02-07
Hello Ghost,3.157068062827225,382,3.134236196833541,2010-12-23
Citizen Koch,3.6470588235294117,17,3.1342351178328127,2013-01-20
My Best Fiend,3.6470588235294117,17,3.1342351178328127,1999-05-17
The Wayshower,3.6470588235294117,17,3.1342351178328127,2011-04-10
The Evil of Frankenstein,3.1903225806451614,155,3.1342284180244024,1964-04-08
The Ten Lives of Titanics the Cat,3.3191489361702127,47,3.1342274773179617,2007-10-31
Who s Minding The Mint,3.5476190476190474,21,3.134224607854626,1967-09-26
Carmina or Blow Up,3.265151515151515,66,3.1342133411111406,2012-07-05
Under the Roofs of Paris,3.35,40,3.1342103830684924,1930-01-02
Night of the Running Man,3.35,40,3.1342103830684924,1995-01-19
The Last House on Dead End Street,3.75,14,3.134207381175506,1973-01-01
Dikkenek,3.393939393939394,33,3.1341932209616195,2006-06-21
City of Angels,3.208695652173913,115,3.134192155754666,1998-04-10
A Pigeon Sat on a Branch Reflecting on Existence,3.3125,48,3.1341895792217063,2014-10-24
Calm at Sea,3.364864864864865,37,3.134182806074385,2012-03-21
New York Subway,3.909090909090909,11,3.1341795970347635,1905-06-05
Secrets of the Tribe,3.4166666666666665,30,3.1341655745750154,2010-01-22
Sudden Danger,4.1875,8,3.134151765288548,1955-12-14
Jack Diane,3.306122448979592,49,3.1341517025198824,2012-11-02
My Rainy Days,3.227777777777778,90,3.1341516411874095,2009-11-07
The Letters,3.5,23,3.134148274478912,2006-11-03
Girl Walk All Day,3.5,23,3.134148274478912,2011-12-08
Sometimes They Come Back,3.5,23,3.134148274478912,1991-05-07
Our Lips Are Sealed,3.280701754385965,57,3.1341310836114227,2000-05-18
The Witches of Eastwick,3.65625,16,3.134130905375645,1987-06-12
Indiana Jones and the Last Crusade,3.1365479293368086,3453,3.1341297650266937,1989-05-24
Hadewijch,3.403225806451613,31,3.1341275112594866,2009-11-25
The Colour Out of Space,3.55,20,3.134120511038602,2010-10-30
Bob Carol Ted Alice,3.55,20,3.134120511038602,1969-09-17
Place Vendome,3.55,20,3.134120511038602,1998-10-07
Odette Toulemonde,3.3714285714285714,35,3.1341171649533663,2006-11-06
The Magic Sword,3.4791666666666665,24,3.1341101403398257,1962-04-01
Supervixens,3.287037037037037,54,3.134103571702869,1975-04-02
Jellyfish,3.287037037037037,54,3.134103571702869,2007-05-05
Flirtation Walk,3.769230769230769,13,3.1341030716571914,1934-12-01
The Law,3.6176470588235294,17,3.1340927001502332,1959-01-25
The Extra Girl,3.390625,32,3.1340894695352652,1923-10-28
Blindsight,3.227272727272727,88,3.1340869539581884,2006-09-11
Beneath Loch Ness,3.2661290322580645,62,3.1340830900746495,2002-01-01
Dibu 2 La venganza de Nasty,3.361111111111111,36,3.134079169269488,1998-07-02
Turbulence,3.2941176470588234,51,3.134076013227104,1997-01-09
Double Game,3.95,10,3.1340751902755404,1977-10-13
Forty Little Mothers,3.46,25,3.1340720278752525,1940-04-26
DragonHeart,3.21875,96,3.1340667033504483,1996-05-31
The Company She Keeps,3.3181818181818183,44,3.134058638613669,1951-01-27
The incredible Paris Incident,3.5833333333333335,18,3.1340545166830225,1967-03-24
Trial on the Road,3.5833333333333335,18,3.1340545166830225,1971-11-06
The Sinking of the Laconia,3.5833333333333335,18,3.1340545166830225,2011-01-06
On the Bowery,3.5,22,3.134044215167939,1957-03-18
Where the Green Ants Dream,3.8636363636363638,11,3.1340369355419537,1984-08-31
The Undefeated,3.8636363636363638,11,3.1340369355419537,2011-07-15
The Class,3.2083333333333335,108,3.1340364961095672,2008-09-24
Battlefield Earth,3.3292682926829267,41,3.134030964039674,2000-05-10
Beginning of the Great Revival,3.6666666666666665,15,3.134026633517852,2011-01-01
Waltz for Monica,3.5526315789473686,19,3.134016354955431,2013-09-13
Pony Express,3.5526315789473686,19,3.134016354955431,1953-01-01
Corridor of Mirrors,3.295918367346939,49,3.134010571211313,1948-07-24
Treasure Island,3.160535117056856,299,3.1340098744166416,1950-07-18
Green Light,3.4782608695652173,23,3.1340060997746355,1937-02-20
Unbelievable Adventures of Italians in Russia,4.0,9,3.133970723903003,1974-01-01
Werewolf Woman,3.3333333333333335,39,3.1339653112792796,1976-03-18
Fatal Instinct,3.3333333333333335,39,3.1339653112792796,1993-10-29
The Heineken Kidnapping,3.730769230769231,13,3.133960491527158,2011-10-27
Our Little Differences,3.730769230769231,13,3.133960491527158,2012-07-02
Ded Moroz i seriy volk,3.588235294117647,17,3.1339502824676537,1978-01-01
Nowhere,3.221590909090909,88,3.1339473593409566,1997-05-09
Hellevator,3.5,21,3.133940096644884,2004-02-28
Sebastian Maniscalco What s Wrong with People,3.5,21,3.133940096644884,2012-01-05
Iceman,3.9,10,3.1339324880665105,2014-04-17
Our Hospitality,3.2027027027027026,111,3.1339249477606077,1923-11-19
Inadequate People,3.6785714285714284,14,3.133922302208632,2010-12-12
Munchie Strikes Back,3.6785714285714284,14,3.133922302208632,1994-08-01
Ninja 4 Siege,3.6785714285714284,14,3.133922302208632,1964-07-10
Juno,3.1826923076923075,156,3.1339176534844206,2007-12-05
Zvenigora,3.5555555555555554,18,3.1339121395544844,1928-04-13
Mary,3.477272727272727,22,3.1339020000248703,2005-11-18
Donald s Nephews,3.477272727272727,22,3.1339020000248703,1938-04-15
The Skinny,3.8181818181818183,11,3.1338942740491436,2012-02-10
Holidays by the Sea,3.6333333333333333,15,3.1338841346578428,2011-06-29
The Rolling Stones Let s Spend the Night Together,3.6333333333333333,15,3.1338841346578428,1982-10-29
Romance,3.3833333333333333,30,3.133881790024246,1930-08-26
The Innocent,3.1982758620689653,116,3.1338779576950078,1976-09-09
Alienate,3.526315789473684,19,3.133874018357845,2016-02-22
Cavegirl,3.3529411764705883,34,3.133871719396632,1985-05-01
Bed of Roses,3.4565217391304346,23,3.1338639250703593,1933-06-29
8MM 2,3.3289473684210527,38,3.1338616715803385,2005-11-22
Stopped on Track,3.2735849056603774,53,3.133859437151077,2011-12-19
West of Zanzibar,3.4074074074074074,27,3.1338538547169503,1928-11-24
Nameless Gangster,3.59375,16,3.1338459888561854,2012-02-02
The Promised Land,3.1380813953488373,1720,3.1338318791835973,1975-02-21
Waterland,3.2685185185185186,54,3.1338217068852354,1992-08-21
Spirited Away,3.17,200,3.133811427713314,2001-07-20
Beautiful,3.4761904761904763,21,3.133797841040013,2008-02-14
Pleasure at Her Majesty s,3.4761904761904763,21,3.133797841040013,1976-12-29
Pyaar Kiya To Darna Kya,3.3333333333333335,36,3.1337958670993933,1998-03-27
Code Unknown,3.3333333333333335,36,3.1337958670993933,2000-05-19
Blockade,3.85,10,3.13378978585748,1938-06-17
The Ministers,3.3125,40,3.133785910828977,2009-10-16
La libertad,3.3793103448275863,29,3.1337778618392864,2001-06-28
Murder by Proxy How America Went Postal,3.2954545454545454,44,3.1337759770725984,2010-01-01
Gantz Perfect Answer,3.5277777777777777,18,3.1337697624259464,2011-04-23
Mr Warmth The Don Rickles Project,3.3484848484848486,33,3.133767906228717,2007-12-04
Boogeyman,3.1413276231263385,934,3.1337622863922125,2005-02-04
Apparitions,4.142857142857143,7,3.1337616121136422,1903-10-16
Time and Tide,3.4545454545454546,22,3.1337597848818017,2000-10-19
Csocsó avagy éljen május elseje,3.4545454545454546,22,3.1337597848818017,2001-12-06
Period of Adjustment,3.4545454545454546,22,3.1337597848818017,1962-10-31
The Fallen,3.4545454545454546,22,3.1337597848818017,2004-01-01
Shakes the Clown,3.772727272727273,11,3.133751612556334,1991-03-13
Spring and Chaos,3.772727272727273,11,3.133751612556334,1996-12-14
Dante s Hell Animated,3.2061855670103094,97,3.1337508777117744,2013-11-25
Salaam E Ishq,3.4038461538461537,26,3.1337498300151823,2007-01-25
Violent City,3.3048780487804876,41,3.1337480626025345,1975-08-13
The Great Los Angeles Earthquake,3.6,15,3.1337416357978336,1990-11-11
The Brothers Grimm,3.1556603773584904,318,3.1337354141579934,2005-08-26
The Hound of the Baskervilles,3.5,19,3.1337316817602594,1978-07-21
Frida,3.2421875,64,3.133726643343482,2002-08-29
Leonie,4.0,8,3.133723414154846,2010-11-20
God Bless America,3.4347826086956523,23,3.1337217503660826,2011-09-09
Invasion of the Flesh Hunters,3.2641509433962264,53,3.1337184650071723,1980-08-04
Class of Nuke Em High 2 Subhumanoid Meltdown,3.216867469879518,83,3.133715234759405,1991-01-01
The 51st State,3.1592592592592594,270,3.133713973029236,2001-12-07
Game of Werewolves,3.7083333333333335,12,3.1337134610324147,2011-10-07
Prophecy,3.7083333333333335,12,3.1337134610324147,1979-01-01
Destry Rides Again,3.5625,16,3.1337035305964553,1939-11-30
There s Good Weather in Deribasovskaya Or It s Raining Again in Brighton Beach,3.3285714285714287,35,3.1336920912739283,1993-04-01
Red Light,3.21875,80,3.133687573923398,1949-09-30
City in Darkness,3.888888888888889,9,3.1336852380060063,1939-11-15
Tower Block,3.888888888888889,9,3.1336852380060063,2012-09-19
Dracula s Dog,3.4166666666666665,24,3.1336837374743984,1978-06-01
Hellraiser Bloodline,3.3076923076923075,39,3.1336822496850765,1996-03-08
Tanya s Island,3.259259259259259,54,3.133680774476419,1980-12-05
The Vengeance of Fu Manchu,3.6538461538461537,13,3.133675331267092,1967-05-25
Kicked in the Head,3.6538461538461537,13,3.133675331267092,1997-09-26
Ghostbusters,3.2906976744186047,43,3.1336724303572265,1984-06-07
REC,3.5294117647058822,17,3.1336654471024947,2007-04-10
Quiet Flows the Don,3.5294117647058822,17,3.1336654471024947,1957-01-05
Warrendale,3.34375,32,3.133664034173078,1967-01-01
Stunt Rock,3.34375,32,3.133664034173078,1978-01-01
Goodbye Bafana,3.16751269035533,197,3.133649249942408,2007-02-11
The Main Event,3.607142857142857,14,3.133637223241758,1979-06-22
Day for Night,3.1846153846153844,130,3.1336366939917872,1973-05-24
American The Bill Hicks Story,3.284090909090909,44,3.1336346463020632,2010-04-10
Rush Hour 2,3.2457627118644066,59,3.13363337415206,2001-08-03
Area 407,3.222972972972973,74,3.1336321126989852,2012-04-27
Play It As It Lays,3.5,18,3.1336273852974084,1972-10-19
Mysterious Island,3.3333333333333335,33,3.1336261346510828,2005-09-17
Ator IV The Hobgoblin,3.217948717948718,78,3.1336224457381263,1990-01-01
Lenny,3.4318181818181817,22,3.1336175697387336,1974-11-10
Middle of Nowhere,3.4318181818181817,22,3.1336175697387336,2012-10-12
Dial 1119,3.1374631268436577,1695,3.133609437960114,1950-11-03
Somewhere Between,3.727272727272727,11,3.133608951063524,2012-08-24
Alaipayuthey,3.3846153846153846,26,3.1336077764894137,2000-04-14
Oriana,3.3846153846153846,26,3.1336077764894137,1985-09-08
The Road to Guantanamo,3.473684210526316,19,3.1335893451626733,2006-03-09
Ninja 1,3.473684210526316,19,3.1335893451626733,1962-12-01
Hungarian Rhapsody,3.323529411764706,34,3.1335882566152953,1979-01-01
Household Saints,3.9375,8,3.1335806304436113,1993-09-15
Clown,3.6666666666666665,12,3.133570840232597,2014-11-13
La France,3.6666666666666665,12,3.133570840232597,2007-11-21
The Bogus Witch Project,3.6666666666666665,12,3.133570840232597,2000-08-19
Marie and Bruce,3.3703703703703702,27,3.1335698283593043,2004-01-19
Cell Count,3.206896551724138,87,3.133565865641041,2012-05-20
MP3 Mera Pehla Pehla Pyaar,3.53125,16,3.1335610723367253,2007-06-08
The Music Lovers,3.53125,16,3.1335610723367253,1970-12-01
The Saint of Gamblers,4.4,5,3.133552261257414,1995-06-28
35 Shots of Rum,3.45,20,3.133551326679788,2009-02-18
Taira Clan Saga,3.45,20,3.133551326679788,1955-09-21
Whoever Slew Auntie Roo,3.1658163265306123,196,3.1335499625148895,1971-10-31
Stalker,3.140677966101695,885,3.1335463258626652,1979-04-16
The Wild Child,3.135782747603834,2817,3.133544503341484,1970-02-26
The Conspirator,3.8333333333333335,9,3.133542495057508,2010-09-10
Hospitalité,3.8333333333333335,9,3.133542495057508,2010-10-24
I Melt with You,3.3958333333333335,24,3.1335416031859227,2011-12-09
Dr Ehrlich s Magic Bullet,3.3958333333333335,24,3.1335416031859227,1940-01-03
Times and Winds,3.2948717948717947,39,3.1335407188879754,2006-09-29
Smash Palace,3.6153846153846154,13,3.133532751137059,1982-04-30
Maine Pyar Kiya,3.6153846153846154,13,3.133532751137059,1989-10-16
Frank Wendy,3.6153846153846154,13,3.133532751137059,2004-01-01
Irene in Time,3.6153846153846154,13,3.133532751137059,2009-06-19
Oh Serafina,3.357142857142857,28,3.1335319017796124,1976-01-01
The Valley of the Bees,3.2790697674418605,43,3.133531059626623,1968-05-17
The Devil s Widow,3.5,17,3.1335230294199152,1970-12-01
Snipes,3.4285714285714284,21,3.1335133298302718,2001-09-13
The Peach Thief,3.4285714285714284,21,3.1335133298302718,1964-11-09
Born to Be Bad,3.4285714285714284,21,3.1335133298302718,1934-05-18
Manufacturing Dissent,3.2549019607843137,51,3.13351180650176,2007-02-11
The Red Tent,3.227272727272727,66,3.133511054465824,1969-12-23
The Last Shot,3.75,10,3.13350438143942,2004-09-24
Charlie Chan in Paris,3.75,10,3.13350438143942,1935-01-21
Brighton Beach Memoirs,3.2875,40,3.133502929335967,1986-01-01
Nightfall,3.2875,40,3.133502929335967,2012-03-15
Crude,3.5714285714285716,14,3.1334946837583213,2009-09-09
Accident On Hill Road,3.5714285714285716,14,3.1334946837583213,2009-12-31
Confessions of an Ugly Stepsister,3.5714285714285716,14,3.1334946837583213,2002-03-10
Joe,3.3448275862068964,29,3.1334939967319855,2014-04-11
Cover Up,3.4722222222222223,18,3.1334850081688703,1991-02-22
The Rag Man,3.4722222222222223,18,3.1334850081688703,1925-02-16
Bloodhounds of Broadway,3.4722222222222223,18,3.1334850081688703,1989-11-03
Hellbenders,3.4722222222222223,18,3.1334850081688703,2013-10-18
An Invisible Sign,3.3181818181818183,33,3.133484363073449,2010-10-06
Universal Soldier III Unfinished Business,3.2972972972972974,37,3.133474751242619,1999-12-01
Electrocuting an Elephant,3.6818181818181817,11,3.133466289570714,1903-01-12
Paranormal Activity The Ghost Dimension,3.6818181818181817,11,3.133466289570714,2015-10-21
You Me and Dupree,3.3653846153846154,26,3.1334657229636456,2006-07-14
Lion s Den,3.2410714285714284,56,3.1334646041150034,2008-05-29
Shame,3.533333333333333,15,3.1334566380778153,1968-09-29
Ayurveda Art of Being,3.3333333333333335,30,3.1334561131980925,2001-09-20
In Good Company,3.2133333333333334,75,3.1334545650323467,2004-12-29
Viva Cuba,3.875,8,3.1334378467323774,2005-04-20
Aria,3.625,12,3.13342821943278,1987-05-27
Sub Zero,3.625,12,3.13342821943278,2005-07-20
